name,color,age,sex,country,grumpy,fearful_of_people,playful,friendly_to_people,clumsy,greedy,owner_phone,missing_date
Nibble,white,5,Female,Thailand,1,1,7,7,1,1,651-8082121,09/04/2018
Ethan,brown,7,Male,Spain,3,5,6,3,1,3,651-3202693,11/20/2014
Cyd,striped,5,Male,Germany,1,1,4,7,4,1,651-5498221,09/29/2020
Spice,grey and black,6,Male,Spain,2,1,7,7,1,2,651-9001111,10/07/2017
Muffy,salt and pepper,8,Female,USA,5,1,5,6,1,5,651-3593679,06/13/2020
Little Kitty,brown,16,Male,Australia,1,5,6,5,3,4,651-8479432,11/09/2011
Bilbo,black,6,Female,New Zealand,5,5,5,5,1,3,651-7937033,01/14/2018
Peace,peaches and cream,7,Male,Germany,5,5,5,3,1,2,651-6015189,11/04/2020
Calypso,tabby,8,Female,Spain,1,6,5,5,2,4,651-7265413,08/29/2019
Libearty,peaches and cream,18,Male,New Zealand,1,6,6,1,1,2,651-4814949,02/21/2021
Barkney Spears,striped,10,Male,Thailand,2,3,6,5,1,2,651-4039803,11/11/2013
Jazz,peaches and cream,21,Male,Peru,1,1,6,6,1,1,651-6696433,02/29/2012
Desiree,grey and brown,1,Male,UK,4,7,6,1,1,1,651-3389619,07/20/2020
Fajita,butterscotch,7,Male,New Zealand,1,1,7,7,1,1,651-3696382,03/23/2018
Sphinx,black,10,Female,Thailand,1,2,5,5,1,5,651-1948413,09/23/2015
Matty,orange,15,Female,Peru,2,6,6,6,2,4,651-7783456,05/02/2014
Fat Cat,peaches and cream,21,Male,UK,4,2,6,6,1,2,651-1530384,01/02/2009
Solumn,black,3,Female,USA,4,7,5,3,1,3,651-1960089,09/18/2019
Spinoza,black,14,Female,New Zealand,2,5,5,5,1,4,651-3753237,10/03/2007
Sinead,salt and pepper,4,Male,Canada,1,1,5,5,1,1,651-4528301,03/27/2021
Claudia,grey and brown,17,Male,Spain,6,4,3,5,1,4,651-2017842,04/08/2015
Constantine,tabby,11,Male,Spain,2,2,4,6,2,3,651-6608065,06/11/2015
Isabellick,butterscotch,14,Male,France,4,4,5,6,3,1,651-1540918,01/06/2017
Ophelia,grey,9,Female,China,5,2,6,6,2,2,651-4729864,06/02/2018
Mintie,grey and black,3,Male,New Zealand,2,7,4,4,3,4,651-6386469,10/19/2020
Moliere,striped,1,Male,UK,1,3,5,5,4,1,651-6355498,08/15/2020
Garcia,brown,5,Male,China,7,1,6,7,5,2,651-8955797,07/13/2017
Muzby,butterscotch,2,Female,New Zealand,4,4,5,5,1,4,651-8667008,04/04/2021
Sprout,black,8,Female,Peru,2,1,6,5,1,1,651-4493214,09/25/2013
Incitatus,orange,10,Male,USA,6,5,2,3,1,7,651-6232877,09/27/2015
Salem,peaches and cream,4,Male,UK,5,3,6,4,1,6,651-8965291,11/28/2018
Tate,orange,21,Male,New Zealand,5,4,4,5,2,4,651-7784704,09/22/2009
George,grey and brown,11,Female,France,5,2,6,5,1,5,651-3586722,05/08/2010
Quixote,tabby,7,Male,Canada,3,1,6,7,6,2,651-5062743,07/24/2016
Moo,white,18,Female,Germany,1,1,5,7,2,5,651-2159058,09/24/2016
Monet,grey and brown,9,Female,Peru,5,3,5,4,1,4,651-2809121,10/23/2013
Nickle,grey and black,2,Male,Australia,4,5,5,5,3,4,651-2141123,09/27/2020
Hjaimar,brown,11,Male,UK,5,4,6,6,2,6,651-4728125,05/31/2013
Madam X,orange,9,Male,China,1,1,7,7,1,2,651-5861148,12/15/2017
Fuzzinator,brown,1,Male,USA,7,2,1,6,1,1,651-8075335,09/08/2020
Freud,black,20,Male,France,3,4,5,3,2,2,651-2949193,11/22/2001
Benny,grey and black,5,Female,China,1,6,5,4,5,1,651-8348073,02/16/2020
Lucerne,butterscotch,7,Male,UK,4,7,6,1,1,4,651-2811379,08/30/2019
Umberto,salt and pepper,1,Male,Spain,1,2,4,6,5,2,651-4156271,04/14/2020
Pawndemonium,striped,12,Female,France,7,2,5,2,2,6,651-1920797,02/12/2020
Beebop,striped,9,Male,Spain,2,6,7,5,4,4,651-2661736,12/03/2018
Pandora,black,21,Male,Peru,1,7,5,7,2,2,651-7995105,07/25/2004
Piggy,salt and pepper,7,Male,Peru,1,1,5,4,4,1,651-8568609,08/31/2019
Bandit,tabby,5,Female,Germany,2,2,3,6,2,3,651-6541375,10/13/2019
Thirst N Howl (The Third),grey and black,12,Male,UK,2,3,6,6,1,2,651-6626438,04/30/2009
Ashley,tabby,7,Male,USA,1,1,6,6,1,1,651-3688412,01/12/2015
Grendel,butterscotch,18,Female,USA,2,3,5,5,1,5,651-3898292,10/23/2005
Scarlet,tabby,21,Male,New Zealand,6,1,5,7,1,3,651-6952672,03/12/2020
Playa,grey and black,5,Male,USA,1,1,6,7,1,6,651-8297229,12/18/2018
Earwin,butterscotch,21,Male,China,3,1,6,6,1,4,651-4566296,02/24/2010
Pud,grey,4,Female,France,1,6,1,2,1,2,651-3595900,07/16/2019
Charles,black,5,Male,Canada,2,2,5,6,1,3,651-3794772,07/02/2018
Hairy Pawter,grey,8,Male,Peru,1,5,6,5,1,1,651-3511860,01/28/2014
Fir,striped,12,Female,Germany,1,4,5,6,1,2,651-6861566,04/16/2011
Sparkplug,grey and black,9,Male,France,2,1,7,7,5,4,651-3097732,02/18/2016
Buckles,tabby,15,Male,USA,7,1,6,7,1,2,651-5974600,01/08/2014
Shiitake,grey,6,Male,Germany,1,5,5,4,1,4,651-8411031,11/21/2015
Aristotle,grey and brown,1,Male,Thailand,6,3,3,4,1,4,651-3033064,10/03/2020
Winnie,grey,3,Female,Spain,1,1,7,5,1,7,651-7604535,11/21/2020
Kitty Poppins,peaches and cream,15,Female,Canada,6,4,4,3,1,1,651-5619189,08/10/2017
Hopie,white,14,Male,Australia,1,3,7,2,2,6,651-8539857,06/01/2008
Hermione,butterscotch,18,Male,Australia,3,7,5,5,5,3,651-8644584,05/18/2015
Deanie Dumpling,tabby,2,Male,China,3,2,6,6,4,5,651-1610457,10/15/2020
Paula,black,8,Male,France,3,1,5,5,7,7,651-8402400,06/04/2016
Lilly,salt and pepper,17,Male,Canada,1,1,7,7,1,1,651-3836626,07/19/2004
Peppa,white,11,Female,Australia,3,3,5,3,2,4,651-8866837,07/26/2019
Mr Biz,black,16,Female,New Zealand,6,1,6,6,5,6,651-4415640,05/06/2008
Earwin,brown,3,Male,Canada,2,1,3,6,1,2,651-4403384,11/04/2019
Warren,orange,12,Male,Thailand,1,1,7,7,1,1,651-4758917,07/22/2010
Jagger,tabby,13,Female,Spain,2,7,6,2,2,5,651-6079219,03/05/2012
Ali Macclaw,peaches and cream,14,Male,China,1,2,7,7,2,3,651-2941298,09/19/2007
Castro,tabby,20,Male,Germany,3,2,2,5,1,1,651-5821326,12/14/2008
Fuzz Aldrin,tabby,10,Male,Spain,1,6,4,5,1,1,651-4094048,09/13/2019
Bartok,tabby,19,Male,USA,4,3,2,5,1,2,651-3247548,05/11/2013
Chang Saw,grey and brown,8,Male,New Zealand,6,6,3,2,1,1,651-5771422,11/06/2020
Benson,grey and brown,6,Female,Spain,1,6,7,6,1,1,651-3181648,01/19/2017
Peking,orange,4,Male,UK,1,7,7,7,1,1,651-4328740,12/31/2018
Dale,white,2,Male,Australia,1,3,3,6,1,2,651-2062188,10/14/2020
Joe,tabby,4,Female,New Zealand,2,5,5,5,2,3,651-8078708,12/01/2018
Siobhan,grey and black,6,Female,Thailand,1,2,6,6,1,1,651-4024766,04/21/2017
Beastie,white,5,Female,China,6,1,3,7,3,3,651-7794913,02/18/2017
Bruna,tabby,9,Male,New Zealand,3,5,1,7,4,7,651-8198141,10/18/2012
Pickles,orange,7,Female,China,1,4,5,4,7,5,651-5401516,04/07/2016
Pirate,black,7,Female,New Zealand,2,3,5,4,2,3,651-4368179,10/03/2020
Bollinger,striped,6,Male,France,2,5,6,6,1,4,651-4727000,09/28/2015
Lolly,salt and pepper,9,Male,Thailand,3,3,2,5,1,3,651-8895283,09/29/2017
Barnett,orange,10,Male,China,3,3,2,3,5,6,651-7522275,10/15/2019
Kit Kat,tabby,1,Male,Thailand,1,3,7,7,1,5,651-6660293,02/02/2021
Gracie,butterscotch,13,Female,France,1,1,7,7,1,6,651-5813707,08/04/2016
Teka Leeka,butterscotch,9,Male,New Zealand,4,7,5,1,1,7,651-6070264,01/22/2014
Crabbe,orange,15,Male,UK,1,1,6,5,7,3,651-2169452,06/08/2007
Walter Croncat,peaches and cream,6,Female,France,2,2,6,5,1,3,651-4266090,10/11/2020
Simon,salt and pepper,20,Male,China,4,4,5,4,3,2,651-8063861,10/07/2016
Flex,butterscotch,3,Male,Spain,1,3,7,6,5,5,651-1741839,06/06/2020
Solo,brown,6,Female,USA,5,2,6,6,5,7,651-7163485,08/06/2018
Lady Bug,grey and black,5,Female,Thailand,7,6,5,2,1,3,651-3173658,01/04/2019
Jangles,white,15,Male,Thailand,1,1,6,7,1,2,651-3269896,01/12/2015
Natasha,orange,2,Female,Germany,4,6,6,6,5,4,651-5170091,11/29/2020
Aretha,brown,19,Unsure,France,5,2,7,7,1,4,651-4630009,03/20/2013
Jane,striped,6,Female,China,1,3,6,4,1,2,651-3881203,03/05/2020
White Fang,white,19,Female,UK,1,4,5,5,1,1,651-2579072,05/11/2018
Germaine,tabby,3,Male,Spain,5,3,3,3,3,4,651-5502119,02/01/2019
Peanut,peaches and cream,14,Female,Spain,2,1,7,7,1,1,651-7872813,10/07/2013
Admiral,tabby,5,Male,Spain,1,1,7,7,1,4,651-2482460,06/18/2016
Amaro,grey,5,Female,Spain,1,5,4,7,1,1,651-2263539,07/16/2020
Slinky Malinky,brown,11,Female,Canada,1,5,2,6,1,4,651-3256170,07/09/2016
Goofus,peaches and cream,8,Female,USA,1,5,1,1,1,1,651-3223095,02/20/2016
Morgan,brown,15,Female,Germany,5,4,6,7,1,4,651-5955218,03/14/2007
Snuggles,white,3,Unsure,France,2,7,1,1,4,1,651-7339701,06/25/2020
Herringbone,brown,2,Male,USA,1,1,4,6,1,5,651-7426245,01/22/2021
Brian,brown,11,Female,Canada,3,5,1,3,2,4,651-5805090,02/04/2018
Nutmeg,grey and black,18,Male,Australia,5,3,5,5,1,5,651-3416360,04/07/2011
Gimli,striped,2,Male,USA,4,5,6,5,1,5,651-3874935,03/15/2020
Rebecca,white,8,Male,France,7,1,6,7,5,7,651-4713913,02/14/2015
Claypool,white,7,Male,Germany,1,6,4,4,1,1,651-3896106,05/31/2019
Hoomey,grey and black,14,Female,France,3,3,5,7,1,4,651-3956780,02/17/2009
Janus,salt and pepper,12,Female,UK,1,6,5,7,1,1,651-2665999,08/12/2013
Panzer,salt and pepper,3,Male,Thailand,5,1,6,5,2,3,651-6819641,05/06/2020
Luke Skywhisker,grey,15,Female,USA,5,5,2,2,6,1,651-7160061,10/17/2015
Malinda,grey and black,7,Male,China,2,1,4,4,1,1,651-6033748,04/12/2019
Lee,grey and black,8,Male,Peru,1,1,7,7,7,1,651-3564991,06/27/2018
Nipper,grey and brown,10,Male,Germany,5,1,5,6,1,3,651-3487509,02/06/2018
Silas,salt and pepper,15,Male,China,1,2,6,7,5,6,651-2638826,08/18/2013
Miss Moochie,brown,3,Female,China,2,7,4,2,5,2,651-2453256,07/08/2019
Quidditch,grey,3,Female,UK,4,5,5,2,1,3,651-4291094,01/13/2019
Siobhan,grey,7,Male,Germany,4,4,3,3,1,1,651-1644540,03/11/2021
Simon,tabby,9,Male,Canada,5,4,4,5,4,2,651-8065522,11/01/2017
Hunter,grey and black,9,Female,UK,7,3,7,7,3,5,651-8917145,04/26/2017
Coke & Pepsi,white,5,Female,Peru,5,3,5,2,1,2,651-8104332,11/01/2016
Earwin,grey,14,Male,France,6,3,5,6,3,3,651-2836400,07/28/2011
Jonesy,brown,6,,Germany,2,4,4,6,1,1,651-1653524,08/03/2020
Tatiana,white,4,Male,China,3,2,3,5,1,4,651-6143693,07/12/2018
Beebop,salt and pepper,8,Female,France,7,5,5,7,1,7,651-3226867,05/27/2015
Winnie,brown,2,Male,Spain,6,5,5,3,2,5,651-1812683,12/11/2020
Puss,tabby,14,Male,France,2,3,5,7,1,4,651-3280574,05/22/2008
Ginseng,peaches and cream,3,Male,China,2,5,4,5,3,6,651-5377096,05/15/2020
Sniper,grey,21,Male,UK,3,3,4,6,3,3,651-8859440,09/28/2000
Pumpkin,salt and pepper,1,,Peru,1,1,4,7,1,1,651-8913848,10/11/2020
Chew,peaches and cream,8,Male,France,1,1,2,7,2,4,651-4680190,08/26/2019
Atticus,black,2,Male,Germany,3,3,5,5,5,3,651-8787088,08/31/2020
Too,grey and black,2,Male,Spain,2,2,5,7,2,4,651-2958147,06/18/2019
Sassy,black,11,Male,Canada,3,3,4,7,3,3,651-2854723,08/26/2015
Nosy Rosy,tabby,12,Male,France,3,7,4,5,1,3,651-5833763,02/16/2019
Tails,peaches and cream,6,Female,New Zealand,4,2,5,2,5,2,651-7017245,09/23/2017
Yves,grey and black,18,Male,Australia,3,5,5,6,7,5,651-4784780,09/28/2008
Cheeto,orange,21,Male,New Zealand,2,1,7,7,4,2,651-4371580,11/06/2000
Neptune,grey and black,18,Male,UK,2,1,6,7,2,4,651-8480183,03/20/2021
Jack,grey,2,Female,France,2,7,6,2,2,6,651-7367570,01/14/2021
Clipper,grey,2,Male,UK,1,2,5,6,1,2,651-7095267,07/13/2019
Marbles,white,4,Male,Thailand,1,4,6,5,1,1,651-8335217,01/18/2021
Olivia,salt and pepper,3,Female,Australia,1,6,6,6,4,4,651-5485660,04/17/2020
Thunder Paws,striped,8,Male,USA,7,4,7,7,1,7,651-8169622,06/24/2013
Cecil,grey,15,Male,Spain,7,7,7,5,3,7,651-8058841,06/04/2018
Hunter,black,14,Male,Australia,2,4,6,6,1,4,651-3035386,05/30/2008
Tim Tam,striped,6,Female,UK,4,4,5,3,1,1,651-3618515,08/15/2015
Cognac,tabby,2,Male,New Zealand,1,1,5,5,1,1,651-5315286,05/30/2019
Dionne,tabby,1,Female,Australia,6,7,2,2,1,1,651-6564521,03/05/2021
D.J.,orange,7,Male,Germany,2,4,5,5,5,3,651-4185428,04/08/2019
Teka Leeka,tabby,8,Male,Canada,2,3,4,5,1,2,651-5164196,11/12/2020
Gabbie,butterscotch,5,Male,Peru,5,5,4,1,5,5,651-2570461,03/05/2018
Marlon,orange,5,Male,New Zealand,2,2,5,5,2,4,651-5914769,11/16/2019
Romeo,white,18,Female,Peru,2,1,4,3,1,1,651-3298484,11/05/2007
The Boss,striped,12,Male,Australia,2,1,7,7,1,7,651-4711208,12/29/2019
Poe,grey,5,Male,Canada,6,7,5,4,1,7,651-2720052,05/08/2018
Minky,grey,15,Female,Thailand,4,1,6,7,1,2,651-5734261,05/13/2009
Clementine,orange,12,Female,Australia,1,2,4,6,1,1,651-6574347,03/04/2011
Kirsten,salt and pepper,8,Female,Peru,1,3,7,6,7,7,651-5207953,02/20/2019
Cheetah,black,6,Female,New Zealand,2,5,5,5,5,2,651-3616407,12/17/2015
Koko,grey and black,2,Male,UK,1,4,7,7,1,1,651-4479844,12/04/2019
Portia,orange,14,Female,France,6,2,5,2,2,2,651-3274635,12/25/2017
Sir Isaac Newton,grey and brown,12,Male,USA,1,6,5,3,2,7,651-1987707,07/10/2009
Kittin around,brown,15,Female,Germany,5,5,3,2,5,5,651-2299496,11/09/2012
Preppie,brown,19,Male,New Zealand,1,5,5,5,3,3,651-7308765,04/20/2019
Sphinx,tabby,6,Female,China,5,5,3,3,3,1,651-3642070,08/29/2017
Tegar,grey and black,2,Female,USA,4,1,7,7,1,1,651-5651593,04/26/2020
Lolita,brown,5,Male,Thailand,1,3,7,7,3,3,651-6687013,11/06/2018
Finn,striped,10,Female,China,6,6,5,1,2,5,651-7361885,07/29/2019
Carly,orange,5,Male,Thailand,6,6,5,7,2,6,651-7354042,07/30/2017
Bete Noir,peaches and cream,13,Male,New Zealand,1,3,6,7,1,5,651-2097738,07/02/2011
Corliss,grey,4,Female,Thailand,2,1,5,6,3,2,651-2094471,04/29/2017
Tootie,white,6,Female,New Zealand,2,7,5,1,6,6,651-5291368,11/07/2017
Chemosh,grey and black,3,Female,Peru,5,1,5,6,2,6,651-7174759,05/27/2018
Baby,salt and pepper,10,Male,Spain,1,1,4,7,1,1,651-8324538,08/05/2016
Cider,butterscotch,1,Male,USA,3,6,4,6,1,3,651-5006521,02/24/2021
Wilbur,striped,4,Female,China,2,2,4,4,1,1,651-2487631,12/30/2019
Huckleberry,white,4,Female,Thailand,4,6,5,5,6,6,651-6890187,04/12/2019
Aaron,brown,5,Female,USA,5,3,6,5,6,1,651-5143354,11/02/2016
Ivy- Boo boo,tabby,3,Male,Australia,5,3,5,5,1,6,651-7067572,03/07/2020
MacGregor,brown,3,Male,France,1,1,7,5,1,1,651-8566852,06/16/2019
Dot,white,10,Female,Germany,3,1,7,7,6,4,651-6318534,06/09/2016
Paris,peaches and cream,3,Female,Germany,2,4,6,6,1,1,651-8398636,03/17/2020
Cognac,salt and pepper,6,Female,France,2,4,5,4,5,5,651-3960866,10/20/2018
Mr. President,tabby,11,Female,France,2,2,3,6,1,1,651-8544707,04/20/2015
Furlicity,tabby,15,Male,China,1,1,5,5,1,1,651-5328833,04/27/2014
Cheeky,salt and pepper,20,Male,Australia,7,1,5,7,5,3,651-6724536,01/03/2009
Daphne,grey and brown,12,Male,New Zealand,5,1,5,7,6,5,651-7599405,09/30/2015
Amaro,striped,8,Male,France,1,1,6,7,2,4,651-2685096,12/01/2020
Chemosh,salt and pepper,3,Female,USA,6,2,5,6,3,6,651-7448312,06/19/2019
Marshmallow,black,10,Female,Peru,1,5,6,7,1,1,651-6372709,02/10/2019
Croissant,black,18,Female,Canada,1,2,5,6,2,3,651-3249976,04/03/2011
Levina,grey,1,Female,Canada,1,5,6,7,1,5,651-6010291,08/11/2020
Freckles,striped,7,Female,France,3,2,5,5,3,2,651-5241042,07/03/2020
Marilyn,brown,4,Female,Australia,2,6,7,6,1,2,651-7485513,06/06/2017
Banyan,grey,8,Male,China,3,2,5,5,2,3,651-5521803,01/13/2017
Debbie,peaches and cream,6,Male,Australia,1,1,5,7,4,6,651-7270538,06/18/2017
Ambika,black,11,Male,Thailand,6,2,3,4,3,6,651-8283176,08/07/2019
Peggy,brown,3,Male,France,3,3,6,6,4,2,651-5290611,06/07/2018
Atali,butterscotch,3,Female,Canada,2,2,6,6,2,6,651-5683087,09/08/2018
Whimpy,orange,9,Male,Australia,1,1,3,7,1,1,651-1552704,11/05/2017
Botticelli,striped,1,Male,UK,1,1,6,7,1,2,651-4805389,04/20/2020
Yehudi,orange,2,Female,New Zealand,2,5,6,4,4,3,651-3352108,05/30/2020
Smoochy,grey and brown,5,Female,Peru,5,4,7,6,6,1,651-1968295,03/15/2018
Moo,white,20,Female,Germany,1,6,6,5,1,5,651-5771000,09/16/2002
Scarlett O'Hairy,grey and black,5,Female,New Zealand,2,3,6,5,2,2,651-6859332,10/01/2019
Noel,striped,11,Female,Spain,1,3,6,4,1,3,651-6084907,02/27/2021
Blarney,grey and black,7,Male,Thailand,5,1,2,5,1,7,651-2438930,02/22/2015
Claude,grey,2,Male,France,5,6,5,6,6,5,651-5712915,08/10/2019
Morvan,grey,1,Male,USA,1,2,4,4,4,3,651-5724669,03/27/2021
Catsy Cline,salt and pepper,9,Female,USA,3,5,5,5,3,6,651-5354463,11/10/2014
Bartok,grey and brown,7,Male,Germany,1,1,4,7,5,4,651-7858164,02/26/2020
Erin,striped,2,Female,Canada,1,5,6,3,2,1,651-2166350,12/29/2019
Booboo,grey,14,Male,Canada,1,3,6,6,4,1,651-7296849,01/26/2020
Scarlet,grey and black,21,Male,Thailand,2,3,2,3,6,2,651-3397182,03/06/2007
So-Sue-Me,peaches and cream,7,Female,Spain,1,4,5,3,1,3,651-8004070,12/26/2016
Boodles,white,21,Female,Spain,2,4,4,5,3,3,651-2903862,07/15/2001
Grisabella,brown,4,Female,Thailand,3,5,3,6,1,5,651-4281836,10/17/2019
Jewel,grey and brown,5,Female,Australia,1,1,1,7,1,1,651-2906506,05/21/2019
Alberta,black,8,Female,Germany,4,6,5,3,7,2,651-2696146,09/21/2017
Ethan,brown,2,Female,Spain,2,4,6,7,2,6,651-5401223,12/14/2020
Sesame,black,17,Female,Australia,1,2,4,6,1,2,651-5929467,08/07/2020
Daz,tabby,5,Female,France,4,3,6,5,3,2,651-2575143,11/15/2016
Grace,peaches and cream,7,Female,Thailand,5,2,6,6,1,4,651-7399647,06/28/2019
Imogen,white,8,Male,Germany,3,6,1,1,5,4,651-1921487,04/25/2013
Winky,salt and pepper,12,Male,China,1,5,6,2,5,5,651-3284604,03/20/2014
Snoochie Boochie,grey and brown,19,Unsure,Australia,2,2,7,6,1,5,651-8563991,02/07/2017
Tapioca,orange,11,Female,Spain,1,1,7,7,1,5,651-6464515,05/24/2016
Houdini Magic Man,brown,17,Female,USA,1,7,7,2,1,1,651-8829306,01/13/2005
Eclipse,peaches and cream,8,Male,France,1,1,3,7,5,1,651-2875986,10/11/2016
Kopy Cat,striped,9,Male,UK,5,2,6,5,2,6,651-7410168,08/17/2018
Chocky,grey and brown,4,Female,Thailand,1,2,2,6,2,2,651-2946253,05/27/2018
Panzer,tabby,11,Female,Peru,2,5,6,7,7,7,651-8706708,10/21/2013
Lickers,grey and brown,2,Female,New Zealand,5,4,6,3,1,6,651-5015522,12/28/2020
Handsome,striped,12,Male,France,2,2,3,5,1,5,651-2291391,07/14/2011
Cadpig,peaches and cream,14,Male,Thailand,3,1,6,3,1,1,651-3728643,07/28/2010
Moe Mojo,brown,8,Female,Peru,5,1,6,6,3,6,651-3356365,04/03/2015
Ambika,striped,5,Female,Thailand,3,2,2,5,1,5,651-7860386,09/21/2018
Hunter,butterscotch,8,Male,Thailand,1,1,5,7,1,2,651-2534842,08/29/2016
Lizzie,orange,9,Male,UK,6,4,1,4,1,2,651-1866345,12/31/2013
Calico,orange,12,Female,Thailand,2,2,5,5,2,4,651-2641959,04/19/2017
Cicero,black,5,Male,UK,4,1,7,7,2,3,651-3473194,07/24/2020
Andy,black,7,Female,New Zealand,1,2,3,6,1,5,651-3586286,02/01/2017
Pirate,striped,6,Female,Thailand,3,7,4,3,2,3,651-3817466,04/15/2017
Cat Stevens,peaches and cream,8,Male,USA,1,2,4,7,6,1,651-6274821,02/14/2019
Rutherford,orange,19,Male,France,5,5,4,3,2,2,651-4055641,06/21/2002
Duke,grey and black,1,Female,Australia,1,6,3,7,5,3,651-4302865,01/13/2021
Saffron,grey and brown,16,Male,China,1,3,5,2,5,2,651-7132090,09/01/2005
Joseph,white,10,Male,Thailand,4,1,5,6,1,4,651-2894784,02/16/2014
Bartholomew,grey and black,4,Male,Australia,1,1,6,7,6,2,651-2589193,08/04/2017
Bug,black,5,Male,USA,1,1,4,7,1,6,651-6747848,04/06/2019
Fatso,butterscotch,4,Male,Canada,2,5,5,2,2,2,651-4473906,08/05/2019
David,grey and brown,6,Female,France,2,6,5,1,1,7,651-1980426,04/02/2018
Treble,grey,13,Male,Thailand,2,1,6,6,1,1,651-6888943,10/30/2011
Gia,striped,3,Female,Peru,1,6,7,3,1,1,651-5362341,02/24/2020
Ariadne,peaches and cream,4,Female,Germany,6,1,7,7,7,4,651-3792763,09/16/2019
OJ,black,15,Female,France,3,1,5,7,1,1,651-4147290,07/17/2008
Hello Kitty,black,1,Female,France,1,1,7,7,1,3,651-5537292,10/13/2020
Salvador,orange,17,Female,Peru,1,1,4,4,1,2,651-4041442,01/26/2018
Aaron,black,16,Female,Spain,1,5,5,5,1,4,651-6223665,07/23/2016
Damon,grey and brown,19,Male,Spain,5,7,5,3,6,4,651-8695439,01/18/2015
Miss Thang,orange,9,Male,China,2,5,5,5,1,3,651-2157743,02/03/2013
Flip,black,18,Female,Australia,1,1,6,6,6,5,651-2087459,03/31/2020
Miss Thang,orange,15,Male,Canada,1,6,6,1,2,2,651-5669315,03/27/2008
Bullseye,grey,11,Male,New Zealand,1,1,5,7,1,2,651-5575911,05/12/2020
Jessica,grey and black,20,Female,Canada,2,6,6,5,4,3,651-4298248,07/12/2019
Achal,grey,20,Female,UK,1,1,5,5,1,1,651-7154257,08/29/2002
Muesli,striped,2,Male,Thailand,7,2,6,6,2,4,651-3046556,05/08/2019
Snickerdoodle,grey and black,10,Male,Thailand,5,2,5,6,2,1,651-8162353,04/13/2014
Clawed D'pussy,grey and brown,20,Female,New Zealand,3,6,5,4,3,3,651-7059461,11/01/2002
Woodstock,striped,11,Male,China,1,1,5,7,1,1,651-7083582,05/05/2015
Tara,grey and black,4,Male,Germany,5,6,3,2,1,3,651-6481558,06/28/2017
Sushi,grey and black,8,Male,France,5,3,2,2,5,1,651-5747487,07/21/2020
Ally Mcbeagle,grey and black,11,Male,Canada,1,1,5,6,1,4,651-6101533,02/21/2015
Jennifurr,grey and brown,7,Male,Germany,1,6,5,2,1,3,651-8065464,04/21/2015
Clotilda,striped,12,Female,UK,4,5,4,4,1,4,651-8167854,04/21/2019
Gismo,black,4,Female,Australia,1,5,7,5,1,2,651-7523012,01/29/2021
Anika,brown,2,Female,China,1,4,5,4,1,2,651-8364751,09/28/2020
Otto,butterscotch,17,Female,New Zealand,2,5,3,5,1,4,651-1718884,01/10/2008
Koo-Koo,tabby,21,Male,UK,6,2,2,5,1,3,651-3072111,06/03/2011
Crusoe,grey and black,20,Male,France,2,6,3,4,1,4,651-7728269,12/09/2006
Pocus,grey and black,17,,China,5,6,2,2,5,4,651-6329643,05/06/2007
Masaccio,salt and pepper,19,Female,UK,4,6,5,3,1,2,651-3683104,12/14/2014
Friedmann,grey,9,Female,Thailand,5,4,3,4,5,6,651-1985289,02/17/2016
Fresco,white,14,Female,UK,4,5,6,5,1,2,651-7814593,09/08/2020
kilo,butterscotch,4,Female,Germany,7,5,3,4,5,3,651-4309425,09/22/2020
Bo,white,9,Male,France,6,6,5,2,1,3,651-2054938,04/03/2021
Indra,grey,3,Female,USA,1,6,5,1,1,4,651-3467066,07/12/2018
Heidi,salt and pepper,9,Female,France,1,7,4,1,1,1,651-8719948,07/20/2016
Hairy Potter,salt and pepper,14,Female,Germany,2,4,3,5,2,1,651-3350290,03/17/2020
Aretha,grey,16,Male,Australia,6,2,5,6,1,7,651-3929966,06/29/2007
Prelude,white,19,Female,Germany,1,6,7,2,6,1,651-2354757,12/19/2005
Broom,grey and brown,5,Female,Spain,5,7,5,3,5,5,651-6527705,04/21/2016
Sandra,grey and black,7,Female,China,1,5,7,5,2,6,651-7321518,06/10/2018
Atali,butterscotch,19,Female,Peru,7,2,2,2,4,7,651-7201112,09/24/2006
Julian,butterscotch,10,Female,New Zealand,6,1,5,7,1,5,651-6900324,06/25/2020
Cat-man-do,orange,18,Male,Peru,1,2,6,6,1,1,651-7915899,03/21/2006
Cherry Tree,peaches and cream,3,Male,USA,2,5,4,6,2,6,651-3561460,08/21/2020
Hansel,grey,4,Male,UK,2,1,5,7,1,5,651-2334976,08/27/2018
Dot,salt and pepper,20,Male,Canada,2,3,6,7,2,5,651-6038333,06/27/2001
Beatrice,striped,12,Male,New Zealand,2,6,5,4,2,4,651-7672836,05/28/2018
Bean,black,5,Male,Spain,1,1,5,7,2,5,651-8818960,06/30/2018
Finn,salt and pepper,1,Female,Canada,2,3,5,6,2,5,651-6683858,02/10/2021
Zeus,peaches and cream,8,Female,Thailand,2,6,6,6,4,3,651-1638212,03/24/2018
Gabriel,white,3,Male,Germany,3,4,6,5,4,5,651-5866376,12/21/2019
Tater Bug,butterscotch,5,Female,Canada,6,5,6,6,1,5,651-5636478,12/14/2019
Moxie,orange,11,Female,USA,1,5,4,4,2,2,651-4792715,02/03/2019
Winky,butterscotch,7,Male,USA,1,1,1,6,1,1,651-5967543,06/18/2015
